node_name,execution_time,node_started_at,node_finished_at,node_status,dbt_pid,thread_name
select_1,0.9215784072875977,2022-08-20T20:56:20.927511,2022-08-20T20:56:21.854623,success,12618,Thread-1
select_2,1.025923728942871,2022-08-20T20:56:20.927904,2022-08-20T20:56:21.964609,success,12618,Thread-2
select_3,1.0452964305877686,2022-08-20T20:56:20.928488,2022-08-20T20:56:21.980230,success,12618,Thread-3
